Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Wars,ROGUE ONE: A STAR WARS STORY,"Audiences once packed theaters to gawk at the future; now, it's to soak in the past. The emphasis is on packing in as much nostalgia as possible and tersely editing it together to resemble a film.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One finds a way to forge its own path.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"A film with amazing performances and an absolutely memorable ending, where action, emotion, joy and sadness embrace in a totemic spectacle.",0.7906,0.104,0.54,0.356
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Gareth Edwards'] technical vision shines through in the battle scenes, but his work with actors leaves something to be desired",0.3291,0.078,0.741,0.181
Star Wars,ROGUE ONE: A STAR WARS STORY,[A]n eye-popping heart-stopping joyride that leaves you breathless... a grand and operatic vision...,0.6249,0.0,0.662,0.338
Star Wars,ROGUE ONE: A STAR WARS STORY,"Edwards pushes the saga out of its comfort zone to offer a complex look at the universe created by George Lucas, making it truly feel diverse and complicated. ",0.7506,0.0,0.764,0.236
Star Wars,ROGUE ONE: A STAR WARS STORY,"Sadly, that Felicity Jones isn't a standout as Rogue One's lead speaks to how more effort seems to have been spent on fan service than character development...",-0.128,0.096,0.825,0.079
Star Wars,ROGUE ONE: A STAR WARS STORY,A fun ride that repeats the Star Wars legacy without really adding to it.,-0.0772,0.201,0.615,0.184
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's an enthralling go, with little pops of surprise and revelation that should please, nostalgically so.",0.483,0.0,0.772,0.228
Star Wars,ROGUE ONE: A STAR WARS STORY,An energetic and very surprising film from the galactic saga with the very successful and simple resource of telling the same story. ,0.855,0.0,0.669,0.331
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One may be more intense than fun, but it's the best Star Wars prequel film by a long shot.",0.539,0.167,0.512,0.32
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story is what the fans expected and more.,-0.5574,0.247,0.753,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,A serious and occasionally spectacular addition to the Star Wars universe that only suffers in comparison to the original saga when measured by the charisma and likability of its characters.,-0.6908,0.227,0.708,0.065
Star Wars,ROGUE ONE: A STAR WARS STORY,"Action-packed and glorious in its engaging and often times, exotic dimensions of storytelling is absolutely stirring.",0.765,0.0,0.68,0.32
Star Wars,ROGUE ONE: A STAR WARS STORY,This is a movie made for fans.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Tudyk's K-2S0 has in miniature what Edwards's movie lacks overall: the soul of a new machine.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" spins ""Star Wars"" into a whole new orbit.",-0.5574,0.31,0.69,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Star Wars Wars is such an immersive world heavy in lore and esoteric facts that being able to balance fan service without scaring off the casual moviegoer is no easy feat. Rogue One: A Star Wars Story manages to do exactly that.,-0.6802,0.235,0.596,0.17
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a real shame the character side of things is so weak, because otherwise this is a strong addition to the franchise.",-0.5486,0.252,0.626,0.122
Star Wars,ROGUE ONE: A STAR WARS STORY,"Some sci-fi/fantasy fans may wonder if every last drop has already been milked out of the Star Wars franchise. But, judging from this energetic standalone tangent/prequel, more can be exploited for many years to come.",-0.6797,0.207,0.715,0.078
Star Wars,ROGUE ONE: A STAR WARS STORY,"[K-2SO] has all the good lines. I'm not sure if it's such a good thing that the best character in a sci-fi movie is a robot. But then again, the best character in 2001: A Space Odyssey was HAL, and that film wasn't half-bad.",0.9222,0.038,0.684,0.278
Star Wars,ROGUE ONE: A STAR WARS STORY,"Except for a few jocose, fan-serving moments, the movie is a dour affair, lacking the charm and chills of J.J. Abrams's spirited Star Wars: The Force Awakens, not to mention George Lucas's founding trilogy.",0.1027,0.096,0.771,0.133
Star Wars,ROGUE ONE: A STAR WARS STORY,"Like an Imperial Star Destroyer, it starts off slow and somewhat clunky, but by the time the mind-blowing third act arrives, it's all a fan can do not to stand up and cheer.",0.7992,0.051,0.715,0.234
Star Wars,ROGUE ONE: A STAR WARS STORY,"Often it looks dingy and cheap. Speed of action ought to compensate. But when the action is standardised chases-through-space, turgid and repetitive, that doesn't compensate for anything.",-0.25,0.071,0.929,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Rogue One] is sometimes as admirable as it is enjoyable, but it also has some glaring problems that are clearly holding the movie back from reaching its full potential.",0.6652,0.095,0.639,0.266
Star Wars,ROGUE ONE: A STAR WARS STORY,This prequel delivers more levels than the Death Star's elevator.,-0.5994,0.302,0.698,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"One of the most exhilarating in the series, a film with a real sense of how to tell a story - and tell it well.",0.624,0.0,0.789,0.211
Star Wars,ROGUE ONE: A STAR WARS STORY,"Familiar Star Wars action scenarios are revisited, revamped and revitalised courtesy of bleeding edge effects and genuine love for the material.",0.4767,0.127,0.636,0.237
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One does a great job of walking the fine line between being a Star Wars film and not feeling like any other Star Wars film.,-0.5831,0.309,0.521,0.171
Star Wars,ROGUE ONE: A STAR WARS STORY,"A highly entertaining mess...the kind of loopy, stumblebum spectacle you get when state-of-the-art visual effects collide head-on with the erratic sensibilities of a resolutely mediocre director and the crushing need for a studio to meet a release date.",0.101,0.1,0.816,0.084
Star Wars,ROGUE ONE: A STAR WARS STORY,The rebel yell is a little croaky.,-0.1531,0.242,0.758,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"It also works as its own stand-alone film. One which, despite some lumpy pacing in its first half, turns out to be possibly the best Star Wars war film of the bunch.",-0.5106,0.184,0.713,0.103
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One works best because its story is so narrowly focused.,0.7951,0.0,0.56,0.44
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is an explosive, brilliant entry into the Star Wars universe. It's a bracing slap in the face, but a bloody fun one to watch",0.25,0.185,0.571,0.245
Star Wars,ROGUE ONE: A STAR WARS STORY,"The good news is that it's something genuinely fresh, a Star Wars story unlike any big screen adventure yet.",0.4404,0.143,0.558,0.299
Star Wars,ROGUE ONE: A STAR WARS STORY,"In short, this movie is what the Star Wars prequels should have been, and that's meant as high praise indeed.",0.0,0.143,0.714,0.143
Star Wars,ROGUE ONE: A STAR WARS STORY,"The resonant and entertaining Rogue One is about the persistence of hope and faith in the darkest of hours. As we stagger to the end of this epically turbulent year, the movie is all but guaranteed to strike a chord.",0.2382,0.088,0.779,0.133
Star Wars,ROGUE ONE: A STAR WARS STORY,"Efficiently made...but it comes across as an assembly-line product, an elaborate but fairly conventional action-adventure movie too dependent for its effect on references to earlier entries in the series.",0.2144,0.0,0.938,0.062
Star Wars,ROGUE ONE: A STAR WARS STORY,"That's what people love about these Star Wars movies, right? We get older, they stay the same.",0.1531,0.158,0.658,0.184
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One packs an emotional punch and shows much promise for stories to come from a rich universe with an astonishing cultural impact.,0.7579,0.0,0.717,0.283
Star Wars,ROGUE ONE: A STAR WARS STORY,"Dark, gritty and heavy on the nostalgia, what Rogue One lacks in dialogue it makes up for in action.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,a boots-on-the-ground war story about flawed and forgotten heroes,-0.3612,0.411,0.355,0.234
Star Wars,ROGUE ONE: A STAR WARS STORY,"The performances in this film are among the best the franchise has seen. This isn't a film of supermen. It's one of everyday people trying to justify, morally and practically, their roles in the struggles against an overwhelming, evil adversary.",-0.5423,0.182,0.731,0.088
Star Wars,ROGUE ONE: A STAR WARS STORY,"The film comes home strong, with large-scale warfare, feats of great daring and sacrifice, and acres of dead storm-troopers.",0.5267,0.214,0.461,0.326
Star Wars,ROGUE ONE: A STAR WARS STORY,I enjoyed the film that nicely balances being its own standalone offering and one that pays homage to and serves as an important thread in the sci-fi series.,0.7906,0.0,0.75,0.25
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is entertaining enough, but there is not much surprise as to how things turn out.",-0.0698,0.116,0.782,0.102
Star Wars,ROGUE ONE: A STAR WARS STORY,"Hemmed in by a script that assigns truly theatrical sinisterness to pre-existing creations (i.e. Darth Vader) Ben Mendelsohn doesn't get to go 'the full Mendo', filled with pure, baleful, blackhearted menace, but hot damn - it's good to have him on board.",0.2382,0.117,0.725,0.158
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story is what the fans were waiting for. Ideal for the ones that aren't passionate about the saga because they will find reasons to fall in love with this universe. ,0.3013,0.145,0.682,0.173
Star Wars,ROGUE ONE: A STAR WARS STORY,"Above all else, it is on a technical level that Rogue One truly excels, allowing Edwards to conjure a sizeable number of intergalactic spectacles that are as stirring as they are stylish.",0.7717,0.0,0.778,0.222
Star Wars,ROGUE ONE: A STAR WARS STORY,"Imitation, they say, is the highest form of flattery. If so, the makers of ""Rogue One"" flatter the heck out of its predecessors.",0.2023,0.0,0.882,0.118
Star Wars,ROGUE ONE: A STAR WARS STORY,Gareth Edwards tries to generate suspense by using well-worn movie cliches that display a lack of imagination and point to the flaws of telling this tale in the first place.,-0.3182,0.076,0.924,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is still an achievement. Every other Star Wars movie has only ever had the responsibility of telling part of a story - this manages the whole thing in one go.,-0.5574,0.11,0.89,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"A fun outing, if also a derivative one. Donnie Yen and the droid steal the film from the leads...",0.0258,0.149,0.698,0.153
Star Wars,ROGUE ONE: A STAR WARS STORY,There's a comfort in being in the Star Wars Universe and you immediately feel a renewed affection for it upon re-entry. But a Star Wars film shouldn't rely on its Star Wars-yness.,-0.3182,0.189,0.656,0.155
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One does not extend the Star Wars story but there are times when it deepens it.,-0.3734,0.192,0.808,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,The story clicks nicely into place with the events of Star Wars but that narrative is really just a blank sky in which the film's other elements can sparkle like stars.,0.765,0.062,0.699,0.239
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One might not necessarily be a film that was needed but once the credits roll, you realise how much you desperately wanted it regardless.",-0.0387,0.119,0.768,0.113
Star Wars,ROGUE ONE: A STAR WARS STORY,"Nothing is exultant, dramatic, epic, heroic, complex or just entertaining to me. The film is overwhelmingly empty, and lacks minimal grace and rhythm. ",0.9001,0.098,0.506,0.396
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is one of the best films of our favorite space saga and will undoubtedly delight the fans, even on the verge of a nostalgic and involuntary tear of emotion.",0.9022,0.0,0.709,0.291
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is like its heroes. It is flawed in some ways, but it's still well worth the wait.",0.7845,0.0,0.628,0.372
Star Wars,ROGUE ONE: A STAR WARS STORY,"It suffers, like many blockbusters, from too much spectacle and not enough truth, but its greatest sin is that it feels dull, insipid and underwhelming despite a plethora of loud action scenes and dazzling visual effects.",-0.8142,0.31,0.543,0.147
Star Wars,ROGUE ONE: A STAR WARS STORY,"enhances as well as annotates the Star Wars mythos, making the story we thought we knew in A NEW HOPE richer and more urgent.",0.7668,0.11,0.548,0.342
Star Wars,ROGUE ONE: A STAR WARS STORY,"In previous Star Wars movies, one side wore black hats and the other wore white...Here that's not the case. For some, this is a selling point. For me, it's close to a deal-breaker.",-0.5574,0.107,0.893,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"There's nothing to sink our teeth into, especially when we already know how it ends. There's no suspense.",-0.296,0.115,0.885,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is at its best when it's at war .,0.0772,0.242,0.497,0.261
Star Wars,ROGUE ONE: A STAR WARS STORY,"Admittedly, this can be viewed as simply another rehash of old stories and themes, but hash is rarely this tasty.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,A Star Wars story for the ages.,-0.5574,0.419,0.581,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,The movie the prequels should have been. Perfectly captures the spirit of the original trilogy and delivers a genuinely thrilling Star Wars film.,0.7717,0.113,0.533,0.354
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is Star Wars for hard core fans who felt left behind by the prequels, but it's got little to offer casual viewers beyond competent, uninspired thrills.",0.6709,0.101,0.667,0.232
Star Wars,ROGUE ONE: A STAR WARS STORY,"Of space dust, Joni Mitchell and the Force: a visually splendid, dramatically stirring journey spanning both yesteryear and tomorrow.",0.5859,0.0,0.817,0.183
Star Wars,ROGUE ONE: A STAR WARS STORY,"The Force is not only well and truly with us again, it seems as if it's never been gone.",0.27,0.084,0.783,0.134
Star Wars,ROGUE ONE: A STAR WARS STORY,"An almighty triumph, the best-constructed and most fun Star Wars flick since The Empire Strikes Back. The force is truly strong with this one.",0.76,0.171,0.483,0.346
Star Wars,ROGUE ONE: A STAR WARS STORY,It was always one of 2016's most anticipated films and it doesn't let down the legions who have been waiting for it.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Gareth Edwards has crafted the most satisfying Star Wars film since The Empire Strikes Back,-0.4715,0.294,0.554,0.152
Star Wars,ROGUE ONE: A STAR WARS STORY,"The movie didn't rekindle the thrill of seeing, say, The Empire Strikes Back, but Rogue One will loom pretty large in the Star Wars galaxy - if only because there's so little competition.",-0.6434,0.252,0.645,0.103
Star Wars,ROGUE ONE: A STAR WARS STORY,"While the principal characters are new, Edwards ensures there are enough significant nods to the Star Wars universe to enchant fans.",-0.4215,0.148,0.779,0.074
Star Wars,ROGUE ONE: A STAR WARS STORY,A movie experience that is supremely captivating.,0.5719,0.0,0.575,0.425
Star Wars,ROGUE ONE: A STAR WARS STORY,"Jones' portrayal is quite different from what we have come to expect from the Oscar nominee, and she proves she can handle the role of an action heroine with surprising ferocity.",0.6249,0.048,0.789,0.163
Star Wars,ROGUE ONE: A STAR WARS STORY,"""...has the urgency and battlefield heroism that great war movies are made of. It's incredible stuff all around.""",0.34,0.229,0.493,0.278
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One: A Star Wars Story"" is a fine stand-alone film and one that will have you anticipating ""Episode VIII,"" which is just a short 367 days away!",-0.4753,0.136,0.802,0.063
Star Wars,ROGUE ONE: A STAR WARS STORY,"ROGUE ONE begins as an inspired concept, only to conclude with a soulless stare.",0.4939,0.0,0.789,0.211
Star Wars,ROGUE ONE: A STAR WARS STORY,"Coming from someone who is not really a Star Wars freak, I have to say I was impressed. This could be the best one yet.",0.8056,0.1,0.57,0.33
Star Wars,ROGUE ONE: A STAR WARS STORY,There is always the danger with a film of this high profile to expect or want it to over-deliver. Sadly - though understandably - Rogue One just doesn't do that.,-0.7096,0.197,0.762,0.041
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One accomplishes what fans have wanted to see for a few decades now: making Darth Vader scary again.,-0.128,0.146,0.731,0.123
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's the trio of Tudyk, Wen and especially Yen who steal the show, each bringing to life characters that will likely go down as three of the best ever to grace a story set in the Star Wars universe.",-0.0164,0.147,0.707,0.146
Star Wars,ROGUE ONE: A STAR WARS STORY,This is a gorgeous and immersive film.,0.6124,0.0,0.556,0.444
Star Wars,ROGUE ONE: A STAR WARS STORY,"Though not meant to be an episode in the great intergalactic narrative of the series of trilogies, Edwards' Rogue One is an enthralling companion piece that fully embodies the Star Wars spirit and delivers the rousing pleasures.",0.6249,0.079,0.728,0.192
Star Wars,ROGUE ONE: A STAR WARS STORY,"Technically brilliant, Rogue One delivers the spectacle and the aerial combat that are such signatures of the Star Wars ethos, with some eye pleasing vistas of a hectic part of the stunningly beautiful universe",0.7269,0.133,0.621,0.246
Star Wars,ROGUE ONE: A STAR WARS STORY,"New diverse actors from around our world breathe new life into prequel that just entertainingly barely satisfactorily, repeats the tried and true themes and expensive action.",0.791,0.0,0.742,0.258
Star Wars,ROGUE ONE: A STAR WARS STORY,"This spin-off/prequel has the same primitive, lived-in, emotional, loopy, let's-put-on-a-show spirit that made us fall in love with the original trilogy.",0.8316,0.0,0.634,0.366
Star Wars,ROGUE ONE: A STAR WARS STORY,"Of the three sidekicks, Yen's rueful but deadly martial artist leaves the best action impression.",0.8462,0.0,0.615,0.385
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One somehow delivers on almost all of its weighty pre-release promises whilst at the same time besting The Force Awakens for sheer spectacle.,0.3818,0.0,0.898,0.102
Star Wars,ROGUE ONE: A STAR WARS STORY,"A hugely enjoyable film, and an impressive sign of things to come. This is the perfect film for a Star Wars fan.",0.8357,0.116,0.482,0.402
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's an experiment that mostly works, but there are moments when it's clear that the task of finding new areas of ""Star Wars"" to play with is a bit too much for director Gareth Edwards to handle.",0.1531,0.11,0.743,0.146
Star Wars,ROGUE ONE: A STAR WARS STORY,"We already knew this was going to be a thrilling epic, but I had no idea of the emotional punch it would pack.",0.0387,0.113,0.727,0.16
Star Wars,ROGUE ONE: A STAR WARS STORY,"I enjoyed this scrappy little movie, the second consecutive one to feature a female heroine.",0.7906,0.0,0.611,0.389
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One left me feeling giddy with joy at seeing the Star Wars franchise expanded with such a genuine sense of affection and understanding for what made us fall in love with a galaxy far, far away.",0.8271,0.11,0.616,0.274
Star Wars,ROGUE ONE: A STAR WARS STORY,It offers more details of interoffice politics among the squabbling factions of both the Empire and the Rebel Alliance than probably anyone but a mid-level manager cares for. Yet you generally feel you're in good hands.,0.8201,0.032,0.778,0.191
Star Wars,ROGUE ONE: A STAR WARS STORY,"Star Wars movies have been dazzling, infuriating, heartbreaking, silly, witty, convoluted, gripping and overblown. But until Rogue One: A Star Wars story, I don't think ""dull"" was the most appropriate adjective.",-0.926,0.351,0.62,0.028
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Rogue One has] well-placed humor, inside jokes, aliens, droids and creepy CGI renderings of two key Star Wars characters, all set against the backdrops of mind-bending production designs and hypnotic visual effects.",-0.128,0.098,0.79,0.112
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a downer. It's morally tangled. The characters are as depressed as the scenario, and Michael Giacchino's music can't make it better.",-0.6914,0.231,0.769,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Disney refuses to waver from what makes 'Star Wars' matter - the battle between good and evil. Where can we send the 'thank you' notes?,-0.7269,0.302,0.513,0.185
Star Wars,ROGUE ONE: A STAR WARS STORY,"If you're not a fan, Rogue One may not be the revelation that The Force Awakens turned out to be. But it won't have you wishing for your own personal Death Star either.",-0.7599,0.206,0.794,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,...while it's great to see Danish actor Mads Mikkelsen placed into Star Wars lore as a catalyst for the Rebel Alliance the British Jones lacks the fire Daisy Ridley brought to Chapter VII.,-0.3612,0.191,0.705,0.103
Star Wars,ROGUE ONE: A STAR WARS STORY,Lucasfilm has outdone themselves. They've delivered a thrilling installment that embodies the best of Star Wars. Rogue One surpasses every expectation.,0.5719,0.129,0.609,0.262
Star Wars,ROGUE ONE: A STAR WARS STORY,The most thrilling Star Wars experience yet.,-0.1206,0.315,0.408,0.277
Star Wars,ROGUE ONE: A STAR WARS STORY,"What results is a poignant, powerful paean to the Star Wars Universe, set in a world where the best thing you can hope for is hope itself. It's a perfect and complete standalone, but it changes everything.",0.7543,0.056,0.682,0.262
Star Wars,ROGUE ONE: A STAR WARS STORY,"If The Force Awakens was an exercise in giving Star Wars fans exactly what they want, Rogue One does its best to show them what else there is in the galaxy.",0.5106,0.094,0.701,0.205
Star Wars,ROGUE ONE: A STAR WARS STORY,"Credit to Jones, then, for imbuing the character with a steely melancholy. Moreover, her chemistry with bad-boy Andor visibly sizzles, so that you feel genuine investment in their story.",-0.0772,0.092,0.825,0.083
Star Wars,ROGUE ONE: A STAR WARS STORY,"The new characters are nicely fleshed out, particularly Jones's Jyn, whose initial cynicism gradually morphs into a steely resolve, its seed planted by the memory of her father, but watered by the idealism of the Rebellion.",0.5719,0.088,0.733,0.178
Star Wars,ROGUE ONE: A STAR WARS STORY,A classic adventure story and worthy spin off of one of the most popular sagas of contemporary cinema. ,0.807,0.0,0.628,0.372
Star Wars,ROGUE ONE: A STAR WARS STORY,"At its best, Rogue One is scrappy and epic in equal measure, aware of the potential to be glorified fan fiction and using exactly what it needs from the Star Wars mythology to create a vibrant, stand-alone adventure.",0.9186,0.07,0.586,0.344
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" is definitive proof: ""Star Wars"" is back, baby.",-0.5574,0.286,0.714,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"When you realize where it's all been heading -- ending on a moment that's as transcendent as anything in 40 years of the franchise -- you'll be so, so happy.",0.726,0.0,0.846,0.154
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is one of the best Star Wars flicks to date -- as well as the grittiest, darkest, and most grounded.",-0.128,0.219,0.579,0.203
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One features stirring action scenes, vivid characterisation and one or two truly eye-popping explosions. Nonetheless, what it lacks is any real originality.",0.4404,0.0,0.884,0.116
Star Wars,ROGUE ONE: A STAR WARS STORY,"Doesn't break the mold in terms of franchise formula, and it's an enjoyable installment in the ""Star Wars"" canon. However, it's not much more than that.",-0.1779,0.118,0.787,0.095
Star Wars,ROGUE ONE: A STAR WARS STORY,"'Because it's awesome' is enough reason for Rogue One, and it is awesome. The final space battle is the best space battle of any Star Wars movie.",0.6808,0.209,0.498,0.294
Star Wars,ROGUE ONE: A STAR WARS STORY,"Much more than a mere sideshow in the Star Wars saga, these rebels build on a brilliant legacy.",-0.1531,0.243,0.586,0.171
Star Wars,ROGUE ONE: A STAR WARS STORY,"Star Wars has been filled with political commentary since the first in 1977, and this film is no different. [...] I enjoyed this more than The Force Awakens.",-0.3612,0.175,0.725,0.1
Star Wars,ROGUE ONE: A STAR WARS STORY,"As the kickoff of a new phase of ""Star Wars"" on the big screen, ""Rogue One"" is a smashing success, showing there is a lot more to this galaxy than lightsabers and Skywalkers.",0.0258,0.102,0.793,0.105
Star Wars,ROGUE ONE: A STAR WARS STORY,"A perfectly satisfying summer fun film. Untidy and a little cliché at first, but eventually ends up standing out because of its humor and its subversive energy. ",0.8271,0.07,0.569,0.361
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" is pure, unbridled ""Star Wars.""",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"For all that feels uninspired and unnecessary in Rogue One, it's no disaster.",-0.743,0.364,0.636,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Gareth Edwards' venture into a galaxy far, far away is the Star Wars film we never knew we needed. It's a triumphantly thrilling, serious-minded war movie that is incalculably stronger for the fact that it's NOT the first chapter in a new franchise.",0.128,0.146,0.68,0.175
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is a bright light in the Star Wars canon.,-0.1779,0.248,0.552,0.2
Star Wars,ROGUE ONE: A STAR WARS STORY,"Edwards has created the rare Star Wars property that can be appreciated as a film. And it is about as violent and downbeat as Star Wars gets on the big screen-more downbeat than The Empire Strikes Back, in fact.",-0.8519,0.267,0.629,0.104
Star Wars,ROGUE ONE: A STAR WARS STORY,"Let's face it: Rogue One is the best Star Wars movie in a long, long time.",0.1531,0.173,0.625,0.202
Star Wars,ROGUE ONE: A STAR WARS STORY,"Towering like a stick-man over the rest of the cast, K-2SO provides most of the laughs in this portentous voyage into that same old galaxy far, far away.",0.7152,0.0,0.807,0.193
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One, directed by Gareth Edwards with a sharp script by Tony Gilroy and Chris Weitz, is a bracing and dizzying marvel, propulsively pitched and even, I dare say, moving.",0.4215,0.0,0.903,0.097
Star Wars,ROGUE ONE: A STAR WARS STORY,"In the end, this hardening of the franchise seems likely to alienate both the fans and the uninitiated.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"A more than worthy adventure but lacks the brilliance of the original trilogy. It makes us have a good time, but not a memorable one. ",0.9434,0.0,0.515,0.485
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One: A Star Wars Story"" shows that the ""Star Wars"" universe can produce authentic adult entertainment without losing a bit of its frenetic energy.",-0.2769,0.223,0.558,0.219
Star Wars,ROGUE ONE: A STAR WARS STORY,"In between all the crash bang and wallop, there are also some truly odious villains, with Vader as sinister as he's ever been and Australia's Ben Mendelsohn clearly relishing his role as the human-cyborg's psychotic chief enforcer.",-0.5859,0.219,0.618,0.163
Star Wars,ROGUE ONE: A STAR WARS STORY,The movie works even if you only have a passing knowledge of the Star Wars universe or haven't seen the original in years. But there are several enjoyable callbacks and some eye-popping surprises for die-hard fans.,-0.193,0.134,0.749,0.116
Star Wars,ROGUE ONE: A STAR WARS STORY,The Force is strong with this film -- a perfect fit as a prequel to A New Hope.,0.9081,0.0,0.47,0.53
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" represents an unobjectionable exercise in franchise extension. It's fine. It'll do. For now.",0.2023,0.0,0.886,0.114
Star Wars,ROGUE ONE: A STAR WARS STORY,"Even though the film is much grungier and more realistic than all the previous chapters, this corner of the ""Star Wars"" universe still is a thrilling place to visit.",-0.128,0.11,0.795,0.095
Star Wars,ROGUE ONE: A STAR WARS STORY,"The movie has a completely different, more sophisticated feel than most recent special effects-driven entries, including last year's so-so ""The Force Awakens.""",0.7984,0.0,0.727,0.273
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's too grimy and relentlessly bleak to be any fun, and lacks the substance and drama to be taken seriously.",-0.0516,0.181,0.685,0.133
Star Wars,ROGUE ONE: A STAR WARS STORY,It tries so hard to be an epic masterpiece - with self-important speeches and an insanely outsize orchestral score - that it ends up a laughable parody of itself.,0.5321,0.062,0.762,0.176
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story is the best Star Wars movie since 1980's The Empire Strikes Back.,-0.6705,0.361,0.483,0.156
Star Wars,ROGUE ONE: A STAR WARS STORY,"A solid film with its own vision and tone, yet undeniably still a part of that wonderful galaxy far, far away.",0.743,0.0,0.687,0.313
Star Wars,ROGUE ONE: A STAR WARS STORY,"If the franchise can continually pull off blockbusters with the same level of creative energy and the proper amount of reverence as Rogue One does, there's every reason to expect greatness for years to come.",0.6124,0.0,0.868,0.132
Star Wars,ROGUE ONE: A STAR WARS STORY,"If only the two-hour plus runtime made time to dig into its heroes like the original trilogy or The Force Awakens did, Rogue One could have been as sensational and satisfying.",0.8779,0.0,0.709,0.291
Star Wars,ROGUE ONE: A STAR WARS STORY,"For this lived-in universe, Rogue One features some distinctly CGI distractions: revisiting classic characters and resuscitating them 2016-style. It's crude and unnecessary in a film that's otherwise fairly sturdy, if unremarkable.",-0.6908,0.169,0.831,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"This is exactly what Edwards always said he was going to make - a STAR WARS war film. People die, and tears will be shed. Anyone who thought it would be watered-down should think again.",-0.9329,0.326,0.674,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" stands on its own, an entry that is at once part of the ""Star Wars"" franchise (obviously) but also separate - a tougher, grittier film.",-0.0644,0.084,0.841,0.075
Star Wars,ROGUE ONE: A STAR WARS STORY,Almost pedantic in its inoffensiveness,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,All the pieces are there ... like Lego figures in a box. The problem is that the filmmakers haven't really bothered to think of anything very interesting to do with them.,0.6088,0.074,0.715,0.211
